RT,SERIALNO,PUMA,HHL,HHT
H,1278694,1502,,
H,1278695,2309,1.0,6.0
H,1278700,4501,2.0,3.0
H,1278744,4801,1.0,3.0
H,1278785,2322,1.0,4.0
H,1278807,3301,1.0,1.0
H,1278868,502,,
H,1278884,5500,1.0,1.0
H,1278898,2516,1.0,3.0
H,1278914,5201,,
H,1278922,2400,1.0,1.0
H,1278936,400,1.0,1.0
H,1278949,2313,2.0,1.0
H,1278952,5309,1.0,3.0
H,1278956,3200,1.0,3.0
H,1278959,5903,,
H,1278964,6702,1.0,4.0
H,1278965,5912,1.0,1.0
H,1278969,4400,,
H,1278981,5500,,
H,1279024,4626,2.0,1.0
H,1279031,2900,2.0,7.0
H,1279061,4604,3.0,4.0
H,1279074,4701,1.0,4.0
H,1279106,5906,2.0,1.0
H,1279114,6000,1.0,1.0
H,1279117,4611,,
H,1279120,4200,,
H,1279125,4635,1.0,3.0
H,1279126,5904,3.0,1.0
H,1279147,4701,1.0,1.0
H,1279192,2302,1.0,1.0
H,1279202,1501,,
H,1279203,3802,1.0,1.0
H,1279214,100,1.0,1.0
H,1279220,100,1.0,6.0
H,1279224,4501,2.0,7.0
H,1279227,6602,2.0,1.0
H,1279243,4631,1.0,4.0
H,1279257,2311,1.0,1.0
H,1279273,4606,1.0,7.0
H,1279279,100,2.0,4.0
H,1279310,5306,1.0,3.0
H,1279330,5902,,
H,1279342,100,,
H,1279364,2600,,
H,1279376,5600,2.0,1.0
H,1279383,4603,5.0,1.0
H,1279392,4604,1.0,6.0
H,1279396,5301,1.0,6.0
H,1279415,3000,,
H,1279434,4619,1.0,1.0
H,1279442,2312,1.0,4.0
H,1279465,2301,,
H,1279470,5903,1.0,6.0
H,1279484,4619,1.0,1.0
H,1279501,6801,2.0,1.0
H,1279528,4301,1.0,4.0
H,1279550,6602,1.0,1.0
H,1279578,4604,1.0,1.0
H,1279583,5000,1.0,1.0
H,1279594,2313,,
H,1279598,4100,,
H,1279615,6000,3.0,4.0
H,1279619,1906,1.0,2.0
H,1279625,2004,1.0,1.0
H,1279628,5910,,
H,1279643,5600,1.0,5.0
H,1279657,3303,2.0,1.0
H,1279659,5905,,
H,1279713,4615,1.0,6.0
H,1279718,3501,1.0,1.0
H,1279727,5201,,
H,1279734,5902,1.0,1.0
H,1279757,5304,1.0,1.0
H,1279764,3303,,
H,1279775,2508,1.0,4.0
H,1279776,4802,1.0,1.0
H,1279800,5305,1.0,6.0
H,1279806,3900,1.0,4.0
H,1279811,2600,1.0,1.0
H,1279817,4602,2.0,4.0
H,1279819,300,1.0,1.0
H,1279862,3502,1.0,7.0
H,1279878,800,1.0,4.0
H,1279897,4503,1.0,4.0
H,1279920,3303,2.0,1.0
H,1279956,2502,3.0,1.0
H,1279978,4626,1.0,4.0
H,1279984,2322,4.0,1.0
H,1279991,2303,1.0,1.0
H,1280004,2600,,
H,1280011,5800,2.0,6.0
H,1280017,1400,1.0,1.0
H,1280036,2321,1.0,6.0
H,1280051,4610,2.0,1.0
H,1280053,2308,1.0,3.0
H,1280070,5915,3.0,5.0
H,1280077,5308,1.0,6.0
H,1280087,4637,2.0,1.0
H,1280106,3700,1.0,4.0
H,1280109,4701,,
H,1280111,5600,1.0,3.0
H,1280141,6603,2.0,1.0
H,1280184,1901,3.0,4.0
H,1280187,3100,2.0,2.0
H,1280189,3000,1.0,6.0
H,1280228,5910,1.0,1.0
H,1280234,6500,,
H,1280244,2322,1.0,1.0
H,1280269,700,3.0,1.0
H,1280274,4602,2.0,1.0
H,1280284,5700,1.0,3.0
H,1280298,1502,1.0,1.0
H,1280307,2304,,
H,1280311,1100,1.0,1.0
H,1280319,300,1.0,6.0
H,1280352,5902,1.0,6.0
H,1280378,1800,1.0,1.0
H,1280390,6703,2.0,3.0
H,1280397,2304,1.0,3.0
H,1280402,2001,3.0,1.0
H,1280434,5912,,
H,1280439,4637,4.0,6.0
H,1280454,2318,1.0,1.0
H,1280455,5201,1.0,1.0
H,1280464,2322,4.0,3.0
H,1280507,2600,1.0,1.0
H,1280524,1400,1.0,3.0
H,1280536,4902,1.0,6.0
H,1280557,3301,,
H,1280591,2600,1.0,2.0
H,1280614,1100,1.0,6.0
H,1280617,6302,2.0,1.0
H,1280629,5500,1.0,6.0
H,1280640,2303,2.0,1.0
H,1280663,6900,1.0,6.0
H,1280666,3700,1.0,6.0
H,1280681,5301,1.0,1.0
H,1280700,4905,2.0,3.0
H,1280706,6804,,
H,1280724,4502,1.0,1.0
H,1280730,4626,1.0,6.0
H,1280759,5600,1.0,5.0
H,1280779,2308,1.0,1.0
H,1280810,3602,,
H,1280819,2600,1.0,1.0
H,1280835,2318,2.0,3.0
H,1280836,3304,,
H,1280872,800,1.0,6.0
H,1280887,4302,1.0,3.0
H,1280907,4638,5.0,3.0
H,1280917,1800,1.0,1.0
H,1280940,4602,1.0,6.0
H,1280949,1300,,
H,1280964,501,1.0,7.0
H,1280972,800,,
H,1280986,1400,1.0,4.0
H,1280994,4802,1.0,1.0
H,1281002,5000,,
H,1281003,2303,1.0,3.0
H,1281018,3100,1.0,1.0
H,1281029,3601,,
H,1281030,1200,1.0,1.0
H,1281035,2003,1.0,1.0
H,1281039,2600,1.0,3.0
H,1281051,2316,1.0,4.0
H,1281067,6200,1.0,1.0
H,1281091,1000,1.0,3.0
H,1281112,6702,2.0,6.0
H,1281113,3000,2.0,3.0
H,1281114,4702,1.0,1.0
H,1281127,1502,1.0,6.0
H,1281143,2513,,
H,1281172,502,,
H,1281186,2306,1.0,6.0
H,1281192,4609,1.0,6.0
H,1281228,6703,2.0,2.0
H,1281240,2507,1.0,1.0
H,1281241,2306,1.0,4.0
H,1281246,2502,1.0,3.0
H,1281249,1100,1.0,6.0
H,1281279,4615,4.0,6.0
H,1281289,6302,2.0,6.0
H,1281299,4608,2.0,6.0
H,1281311,2310,2.0,5.0
H,1281316,4634,2.0,3.0
H,1281336,3700,2.0,1.0
H,1281338,2006,1.0,1.0
H,1281392,6703,2.0,6.0
H,1281416,2310,1.0,6.0
H,1281444,4000,,
H,1281445,2600,,
H,1281447,5916,1.0,1.0
H,1281460,3400,,
H,1281480,2303,1.0,1.0
H,1281511,400,,
H,1281512,4702,1.0,1.0
H,1281515,6701,,
H,1281541,2600,2.0,7.0
H,1281555,1700,1.0,1.0
H,1281559,2600,,
H,1281566,6702,,
H,1281601,100,1.0,1.0
H,1281612,3900,1.0,1.0
H,1281613,5202,1.0,3.0
H,1281653,2505,1.0,3.0
H,1281708,700,1.0,1.0
H,1281713,3306,2.0,3.0
H,1281723,5915,1.0,1.0
H,1281744,900,1.0,1.0
H,1281747,5902,1.0,6.0
H,1281755,400,1.0,1.0
H,1281786,6302,2.0,1.0
H,1281791,4604,2.0,1.0
H,1281794,2321,1.0,6.0
H,1281821,3802,1.0,6.0
H,1281826,1000,1.0,1.0
H,1281834,3502,1.0,1.0
H,1281838,502,1.0,6.0
H,1281846,3501,2.0,1.0
H,1281876,700,,
H,1281878,2515,1.0,3.0
H,1281903,5800,1.0,1.0
H,1281911,4631,5.0,1.0
H,1281920,4601,1.0,4.0
H,1281929,2315,2.0,1.0
H,1281936,2503,1.0,1.0
H,1281938,5500,1.0,6.0
H,1281941,4620,1.0,3.0
H,1281959,2502,1.0,1.0
H,1281961,1100,,
H,1282006,2305,2.0,1.0
H,1282011,6805,2.0,1.0
H,1282021,3200,2.0,4.0
H,1282022,2305,,
H,1282027,4618,,
H,1282058,3306,2.0,3.0
H,1282059,2509,,
H,1282064,2004,3.0,1.0
H,1282073,2313,1.0,7.0
H,1282105,4100,,
H,1282116,6602,,
H,1282134,2303,1.0,3.0
H,1282146,2309,1.0,6.0
H,1282151,2508,1.0,1.0
H,1282162,4901,2.0,1.0
H,1282164,1700,1.0,1.0
H,1282166,2102,1.0,6.0
H,1282167,2101,1.0,1.0
H,1282199,4400,1.0,6.0
H,1282207,1100,1.0,4.0
H,1282211,5915,1.0,7.0
H,1282228,3304,2.0,6.0
H,1282233,3602,1.0,6.0
H,1282255,2002,1.0,6.0
H,1282258,5000,1.0,2.0
H,1282271,3000,1.0,1.0
H,1282285,2312,1.0,4.0
H,1282299,1800,1.0,1.0
H,1282342,6601,2.0,1.0
H,1282356,5909,1.0,1.0
H,1282369,5400,2.0,7.0
H,1282397,3303,2.0,3.0
H,1282420,4633,1.0,3.0
H,1282423,2004,4.0,1.0
H,1282438,5914,1.0,1.0
H,1282447,2311,1.0,4.0
H,1282456,4618,1.0,3.0
H,1282457,2311,1.0,4.0
H,1282469,2513,2.0,1.0
H,1282476,4400,,
H,1282513,4635,2.0,1.0
H,1282514,400,,
H,1282517,6900,,
H,1282521,4627,1.0,6.0
H,1282535,3801,,
H,1282586,1800,,
H,1282613,5302,1.0,4.0
H,1282624,5904,2.0,1.0
H,1282631,4630,1.0,1.0
H,1282632,2200,1.0,6.0
H,1282635,4701,1.0,3.0
H,1282651,4605,1.0,2.0
H,1282671,2501,1.0,1.0
H,1282684,2600,2.0,1.0
H,1282685,5912,1.0,4.0
H,1282700,4602,,
H,1282715,2310,1.0,1.0
H,1282761,2900,1.0,1.0
H,1282767,1600,1.0,4.0
H,1282771,3400,,
H,1282802,4701,,
H,1282816,2313,1.0,1.0
H,1282832,2306,1.0,7.0
H,1282840,2001,,
H,1282864,4501,2.0,3.0
H,1282871,2700,1.0,1.0
H,1282904,4200,1.0,4.0
H,1282922,1902,1.0,3.0
H,1282927,5307,1.0,4.0
H,1282954,2315,1.0,7.0
H,1282975,5907,2.0,3.0
H,1282995,300,1.0,1.0
H,1283003,1501,1.0,1.0
H,1283030,5902,,
H,1283039,4603,1.0,1.0
H,1283055,5902,1.0,3.0
H,1283059,4631,3.0,1.0
H,1283062,4601,1.0,6.0
H,1283069,3700,1.0,6.0
H,1283089,5901,2.0,1.0
H,1283097,4636,2.0,1.0
H,1283102,4901,1.0,3.0
H,1283111,4000,1.0,3.0
H,1283114,700,3.0,1.0
H,1283123,5307,1.0,1.0
H,1283136,4609,1.0,6.0
H,1283143,4626,1.0,4.0
H,1283149,2600,2.0,1.0
H,1283183,4612,1.0,4.0
H,1283203,5201,,
H,1283205,4633,1.0,1.0
H,1283232,3301,2.0,3.0
H,1283242,3801,1.0,4.0
H,1283287,2307,,
H,1283298,4632,1.0,3.0
H,1283329,5400,1.0,5.0
H,1283331,2309,1.0,1.0
H,1283339,3502,1.0,6.0
H,1283349,2600,1.0,1.0
H,1283351,4701,1.0,1.0
H,1283356,4601,,
H,1283363,2700,,
H,1283371,2507,4.0,1.0
H,1283397,2510,1.0,1.0
H,1283401,4637,2.0,1.0
H,1283414,2316,1.0,1.0
H,1283419,1000,1.0,1.0
H,1283427,4629,1.0,6.0
H,1283429,5907,1.0,6.0
H,1283432,1600,1.0,1.0
H,1283447,1400,5.0,1.0
H,1283450,2002,1.0,1.0
H,1283480,2505,1.0,1.0
H,1283489,4905,2.0,1.0
H,1283510,4701,1.0,1.0
H,1283515,400,,
H,1283538,4502,1.0,1.0
H,1283550,5202,1.0,6.0
H,1283554,3700,1.0,4.0
H,1283559,3200,2.0,4.0
H,1283564,6603,1.0,1.0
H,1283572,4801,1.0,6.0
H,1283573,100,1.0,1.0
H,1283574,2700,1.0,7.0
H,1283587,5915,1.0,1.0
H,1283623,4100,,
H,1283630,4604,,
H,1283657,6602,2.0,3.0
H,1283680,4200,1.0,1.0
H,1283698,5307,1.0,4.0
H,1283714,1902,4.0,1.0
H,1283736,4302,,
H,1283738,700,2.0,3.0
H,1283740,6302,,
H,1283765,1906,1.0,1.0
H,1283771,5600,,
H,1283776,6701,2.0,1.0
H,1283840,600,2.0,1.0
H,1283841,5201,2.0,1.0
H,1283851,3602,1.0,4.0
H,1283857,5909,2.0,4.0
H,1283877,2315,2.0,1.0
H,1283896,5303,2.0,1.0
H,1283905,1501,1.0,1.0
H,1283949,900,2.0,6.0
H,1283964,2317,1.0,3.0
H,1283983,600,,
H,1283992,1906,1.0,1.0
H,1283998,800,1.0,1.0
H,1284003,4601,,
H,1284025,6601,2.0,2.0
H,1284028,2700,1.0,6.0
H,1284034,5600,1.0,1.0
H,1284040,5911,2.0,6.0
H,1284053,3100,1.0,1.0
H,1284064,5307,1.0,1.0
H,1284070,4612,,
H,1284085,4603,3.0,1.0
H,1284096,5903,2.0,1.0
H,1284116,4000,1.0,6.0
H,1284163,1700,1.0,6.0
H,1284176,1600,,
H,1284227,2313,4.0,7.0
H,1284233,2600,2.0,1.0
H,1284245,1501,1.0,6.0
H,1284268,1600,1.0,3.0
H,1284285,1700,1.0,1.0
H,1284299,3306,2.0,1.0
H,1284302,5903,,
H,1284303,1200,1.0,2.0
H,1284305,4802,1.0,1.0
H,1284327,4905,1.0,1.0
H,1284346,4609,2.0,1.0
H,1284350,3700,1.0,1.0
H,1284351,6702,2.0,1.0
H,1284354,3700,1.0,1.0
H,1284359,1200,1.0,3.0
H,1284364,6200,2.0,3.0
H,1284382,5500,2.0,4.0
H,1284404,2309,1.0,1.0
H,1284406,3802,1.0,1.0
H,1284415,5307,4.0,1.0
H,1284416,1100,1.0,1.0
H,1284421,2509,1.0,1.0
H,1284434,1800,1.0,1.0
H,1284438,5304,2.0,3.0
H,1284439,5904,1.0,1.0
H,1284444,2600,,
H,1284467,4000,1.0,2.0
H,1284479,2317,1.0,6.0
H,1284507,4604,1.0,2.0
H,1284508,5100,1.0,1.0
H,1284514,4608,1.0,1.0
H,1284523,5309,1.0,1.0
H,1284531,5800,1.0,4.0
H,1284534,4902,4.0,1.0
H,1284537,5700,,
H,1284541,1600,2.0,1.0
H,1284567,3305,2.0,5.0
H,1284585,2302,5.0,1.0
H,1284605,5911,1.0,1.0
H,1284613,3301,2.0,1.0
H,1284614,3700,1.0,6.0
H,1284641,3303,2.0,3.0
H,1284642,5914,2.0,1.0
H,1284650,2507,1.0,1.0
H,1284661,4624,2.0,1.0
H,1284666,5100,2.0,1.0
H,1284669,1000,,
H,1284705,600,1.0,6.0
H,1284706,1904,2.0,1.0
H,1284713,2509,1.0,3.0
H,1284727,1902,3.0,1.0
H,1284746,4632,1.0,1.0
H,1284772,4630,1.0,3.0
H,1284782,4621,1.0,6.0
H,1284783,6302,2.0,1.0
H,1284794,4623,,
H,1284795,5306,1.0,6.0
H,1284807,2311,1.0,1.0
H,1284808,2503,2.0,1.0
H,1284819,4901,1.0,3.0
H,1284824,5306,1.0,5.0
H,1284833,6802,2.0,3.0
H,1284866,2315,2.0,3.0
H,1284887,4905,2.0,1.0
H,1284899,6701,2.0,3.0
H,1284906,4905,1.0,1.0
H,1284919,5500,,
H,1284949,2005,5.0,4.0
H,1284951,900,,
H,1284985,5304,1.0,7.0
H,1285007,2310,2.0,2.0
H,1285022,6603,2.0,1.0
H,1285025,502,1.0,1.0
H,1285047,3900,,
H,1285096,1700,1.0,4.0
H,1285100,2400,,
H,1285112,4622,2.0,1.0
H,1285126,3305,2.0,1.0
H,1285142,2005,2.0,1.0
H,1285165,6807,2.0,1.0
H,1285178,2320,2.0,2.0
H,1285186,3802,1.0,1.0
H,1285194,1800,1.0,1.0
H,1285196,4628,2.0,1.0
H,1285216,2507,1.0,1.0
H,1285224,2400,1.0,1.0
H,1285225,2509,1.0,1.0
H,1285236,4634,5.0,1.0
H,1285251,6500,,
H,1285287,4608,2.0,1.0
H,1285302,5500,2.0,1.0
H,1285365,1907,1.0,1.0
H,1285404,4625,1.0,3.0
H,1285446,800,1.0,1.0
H,1285459,2509,1.0,7.0
H,1285480,5302,1.0,5.0
H,1285487,2507,1.0,1.0
H,1285493,5307,,
H,1285502,3400,,
H,1285503,5204,1.0,1.0
H,1285514,2600,,
H,1285525,4635,2.0,1.0
H,1285529,2508,1.0,6.0
H,1285548,300,1.0,3.0
H,1285554,1200,1.0,1.0
H,1285562,2313,1.0,1.0
H,1285572,5308,1.0,1.0
H,1285583,4000,1.0,3.0
H,1285588,6100,1.0,1.0
H,1285589,2316,2.0,3.0
H,1285609,5906,2.0,6.0
H,1285640,5913,1.0,6.0
H,1285643,4604,1.0,1.0
H,1285670,5902,,
H,1285682,6602,2.0,4.0
H,1285684,6702,2.0,2.0
H,1285711,2318,1.0,4.0
H,1285720,4802,1.0,1.0
H,1285733,3400,,
H,1285734,6806,,
H,1285742,4637,1.0,3.0
H,1285743,2200,1.0,6.0
H,1285757,1904,5.0,1.0
H,1285790,5916,2.0,1.0
H,1285827,2306,1.0,6.0
H,1285895,3304,1.0,1.0
H,1285903,3400,1.0,1.0
H,1285905,4627,1.0,3.0
H,1285941,5600,2.0,1.0
H,1285946,1100,1.0,1.0
H,1285956,700,1.0,1.0
H,1285977,5307,4.0,6.0
H,1285980,1901,3.0,1.0
H,1285986,5305,1.0,1.0
H,1286005,4638,5.0,1.0
H,1286010,2400,1.0,1.0
H,1286018,1502,,
H,1286035,3602,1.0,7.0
H,1286065,2310,1.0,1.0
H,1286070,2005,,
H,1286074,1902,1.0,1.0
H,1286082,6701,2.0,3.0
H,1286100,4618,2.0,1.0
H,1286134,2507,1.0,3.0
H,1286142,5913,1.0,1.0
H,1286145,6701,,
H,1286146,3301,2.0,1.0
H,1286199,4608,,
H,1286208,5916,2.0,1.0
H,1286217,5500,1.0,1.0
H,1286225,800,4.0,1.0
H,1286235,4702,1.0,1.0
H,1286259,1906,1.0,1.0
H,1286283,2507,1.0,4.0
H,1286293,4803,1.0,1.0
H,1286308,3900,,
H,1286309,5901,2.0,6.0
H,1286313,5202,1.0,1.0
H,1286329,6900,,
H,1286336,3400,1.0,1.0
H,1286340,4617,2.0,3.0
H,1286360,2507,1.0,4.0
H,1286381,2309,,
H,1286389,1700,1.0,6.0
H,1286391,4601,1.0,4.0
H,1286393,1905,1.0,1.0
H,1286424,2305,1.0,3.0
H,1286462,6801,2.0,1.0
H,1286476,3900,1.0,6.0
H,1286486,3900,,
H,1286488,4619,2.0,1.0
H,1286490,1907,1.0,1.0
H,1286506,3802,2.0,6.0
H,1286520,501,1.0,4.0
H,1286522,2510,1.0,3.0
H,1286535,1200,1.0,3.0
H,1286536,2516,1.0,1.0
H,1286546,2502,1.0,1.0
H,1286551,1502,1.0,3.0
H,1286555,2001,1.0,1.0
H,1286568,501,,
H,1286569,5306,,
H,1286582,5907,1.0,1.0
H,1286591,2502,5.0,4.0
H,1286600,5914,2.0,1.0
H,1286607,2600,1.0,6.0
H,1286633,4302,,
H,1286655,3900,,
H,1286665,1502,1.0,6.0
H,1286671,5915,4.0,1.0
H,1286676,5400,1.0,6.0
H,1286688,2005,1.0,6.0
H,1286696,1502,,
H,1286702,4610,1.0,4.0
H,1286707,4301,1.0,1.0
H,1286708,1906,1.0,6.0
H,1286717,1904,1.0,1.0
H,1286739,2510,1.0,6.0
H,1286742,5902,2.0,5.0
H,1286750,2004,,
H,1286781,200,1.0,6.0
H,1286797,3400,,
H,1286802,3400,2.0,4.0
H,1286805,2515,1.0,5.0
H,1286808,400,1.0,7.0
H,1286824,4617,1.0,1.0
H,1286841,5309,1.0,5.0
H,1286879,100,1.0,1.0
H,1286890,5100,,
H,1286911,5204,,
H,1286921,1901,,
H,1286927,5400,1.0,4.0
H,1286933,3501,1.0,5.0
H,1286940,3601,1.0,6.0
H,1286945,3801,1.0,7.0
H,1286948,5202,1.0,1.0
H,1286963,2319,2.0,1.0
H,1286966,3700,1.0,1.0
H,1286979,1400,1.0,1.0
H,1286981,2600,1.0,1.0
H,1286987,3301,,
H,1286991,4803,1.0,3.0
H,1287008,2003,1.0,1.0
H,1287025,5908,2.0,1.0
H,1287026,6803,2.0,3.0
H,1287096,3900,1.0,1.0
H,1287113,4803,,
H,1287114,3602,1.0,4.0
H,1287115,1300,1.0,6.0
H,1287137,5201,1.0,2.0
H,1287138,5308,1.0,1.0
H,1287175,4603,,
H,1287212,2003,1.0,1.0
H,1287215,4605,,
H,1287253,5304,1.0,6.0
H,1287278,5201,1.0,5.0
H,1287285,2102,1.0,1.0
H,1287289,3602,1.0,1.0
H,1287298,2507,1.0,3.0
H,1287336,5913,1.0,2.0
H,1287352,4632,4.0,1.0
H,1287353,6807,,
H,1287357,2600,,
H,1287360,1100,1.0,3.0
H,1287367,5909,1.0,4.0
H,1287374,2513,2.0,2.0
H,1287384,5100,1.0,3.0
H,1287392,2309,1.0,4.0
H,1287399,2700,1.0,1.0
H,1287422,2304,1.0,1.0
H,1287425,2006,1.0,1.0
H,1287437,3601,,
H,1287455,4601,2.0,2.0
H,1287456,5400,1.0,4.0
H,1287459,3602,1.0,1.0
H,1287466,2509,1.0,1.0
H,1287482,6701,,
H,1287487,5304,2.0,3.0
H,1287491,1502,2.0,6.0
H,1287517,2319,2.0,1.0
H,1287538,2314,,
H,1287539,2305,1.0,2.0
H,1287564,3000,4.0,1.0
H,1287589,6601,2.0,1.0
H,1287629,4626,1.0,3.0
H,1287637,3601,3.0,1.0
H,1287644,2511,2.0,1.0
H,1287667,1501,1.0,1.0
H,1287696,3304,1.0,6.0
H,1287707,4100,1.0,1.0
H,1287714,2600,1.0,3.0
H,1287721,4905,1.0,1.0
H,1287745,1400,2.0,3.0
H,1287763,2308,1.0,2.0
H,1287779,800,1.0,1.0
H,1287801,4503,2.0,4.0
H,1287814,2600,1.0,1.0
H,1287821,3302,1.0,1.0
H,1287822,5000,,
H,1287848,3000,1.0,1.0
H,1287857,3502,2.0,1.0
H,1287869,4400,1.0,1.0
H,1287882,2003,1.0,4.0
H,1287885,6100,2.0,6.0
H,1287905,4610,2.0,1.0
H,1287906,2002,1.0,2.0
H,1287907,2302,3.0,2.0
H,1287940,2322,1.0,4.0
H,1287945,5304,2.0,3.0
H,1287952,5400,1.0,1.0
H,1287982,3400,1.0,1.0
H,1287983,2312,1.0,1.0
H,1288018,4904,2.0,1.0
H,1288042,5600,1.0,1.0
H,1288048,4604,2.0,1.0
H,1288069,2101,,
H,1288071,3302,4.0,1.0
H,1288083,5800,2.0,4.0
H,1288085,2509,3.0,1.0
H,1288104,2800,2.0,3.0
H,1288109,5100,1.0,3.0
H,1288118,2101,1.0,1.0
H,1288180,2006,1.0,2.0
H,1288181,2700,1.0,3.0
H,1288198,2316,1.0,1.0
H,1288213,400,1.0,1.0
H,1288222,1300,1.0,1.0
H,1288223,4701,1.0,1.0
H,1288225,5500,1.0,1.0
H,1288228,4301,1.0,3.0
H,1288259,3700,,
H,1288307,4616,3.0,4.0
H,1288310,2508,1.0,1.0
H,1288315,2311,1.0,1.0
H,1288336,900,1.0,1.0
H,1288346,1906,1.0,4.0
H,1288363,4619,1.0,6.0
H,1288369,2306,1.0,6.0
H,1288380,2308,4.0,6.0
H,1288381,4501,1.0,2.0
H,1288385,6703,2.0,1.0
H,1288401,1100,1.0,3.0
H,1288428,5908,2.0,1.0
H,1288430,2515,1.0,1.0
H,1288444,700,4.0,1.0
H,1288445,4614,2.0,1.0
H,1288454,600,1.0,1.0
H,1288463,4701,2.0,6.0
H,1288472,3900,1.0,4.0
H,1288474,1902,3.0,3.0
H,1288477,5902,,
H,1288507,501,,
H,1288512,3501,1.0,4.0
H,1288565,2513,2.0,1.0
H,1288579,5914,1.0,1.0
H,1288584,4802,1.0,1.0
H,1288588,2200,2.0,1.0
H,1288593,1400,1.0,1.0
H,1288608,5202,1.0,3.0
H,1288623,3200,1.0,1.0
H,1288641,2006,1.0,7.0
H,1288652,3700,1.0,4.0
H,1288655,4627,1.0,6.0
H,1288677,2320,2.0,3.0
H,1288689,3502,,
H,1288691,2510,2.0,6.0
H,1288706,3700,1.0,1.0
H,1288711,1901,2.0,1.0
H,1288712,4702,1.0,4.0
H,1288737,4609,1.0,3.0
H,1288753,3802,,
H,1288761,5909,,
H,1288772,2311,3.0,3.0
H,1288773,6805,1.0,6.0
H,1288789,2321,2.0,6.0
H,1288813,6806,2.0,1.0
H,1288824,5915,1.0,1.0
H,1288829,3000,1.0,1.0
H,1288833,2508,1.0,6.0
H,1288839,3303,2.0,1.0
H,1288862,502,1.0,6.0
H,1288885,3802,1.0,2.0
H,1288894,2102,1.0,1.0
H,1288896,6603,,
H,1288974,5913,1.0,4.0
H,1288977,900,,
H,1288979,2600,1.0,4.0
H,1288980,2513,1.0,3.0
H,1288994,1700,,
H,1288998,2003,1.0,6.0
H,1289015,2305,,
H,1289026,1800,,
H,1289078,2307,1.0,6.0
H,1289086,1800,,
H,1289103,2102,,
H,1289107,5700,1.0,1.0
H,1289116,5304,1.0,4.0
H,1289120,5000,1.0,3.0
H,1289128,2312,1.0,1.0
H,1289136,2200,,
H,1289147,2317,1.0,3.0
H,1289164,2502,1.0,1.0
H,1289168,1905,1.0,3.0
H,1289174,2319,3.0,1.0
H,1289195,2303,,
H,1289197,5201,,
H,1289220,2102,1.0,4.0
H,1289230,1502,1.0,6.0
H,1289235,2600,1.0,1.0
H,1289261,5913,1.0,4.0
H,1289265,5908,1.0,1.0
H,1289274,6701,,
H,1289276,4200,1.0,1.0
H,1289279,4612,2.0,1.0
H,1289329,4623,1.0,6.0
H,1289361,2509,1.0,1.0
H,1289362,2001,1.0,3.0
H,1289382,3301,2.0,1.0
H,1289391,4612,4.0,6.0
H,1289393,6603,1.0,1.0
H,1289402,3802,,
H,1289403,3700,1.0,1.0
H,1289421,5902,2.0,1.0
H,1289423,400,2.0,6.0
H,1289426,2003,1.0,2.0
H,1289452,3900,,
H,1289493,2318,2.0,3.0
H,1289535,2513,1.0,6.0
H,1289559,6500,1.0,1.0
H,1289564,4905,1.0,1.0
H,1289577,4612,2.0,1.0
H,1289580,2512,1.0,1.0
H,1289597,5305,1.0,4.0
H,1289636,4614,4.0,1.0
H,1289648,5306,1.0,1.0
H,1289685,5304,2.0,3.0
H,1289690,5600,1.0,4.0
H,1289692,5000,2.0,1.0
H,1289764,5915,1.0,6.0
H,1289789,502,1.0,3.0
H,1289797,5000,2.0,1.0
H,1289801,5307,1.0,6.0
H,1289805,5916,1.0,1.0
H,1289816,6602,2.0,1.0
H,1289837,2005,,
H,1289846,5912,2.0,5.0
H,1289859,3601,,
H,1289876,2513,2.0,3.0
H,1289886,2200,2.0,3.0
H,1289919,2515,1.0,1.0
H,1289948,4502,1.0,6.0
H,1289949,4616,1.0,4.0
H,1289955,3602,,
H,1289961,5202,,
H,1289963,3200,1.0,1.0
H,1289966,4622,2.0,1.0
H,1289973,2504,2.0,1.0
H,1289975,800,1.0,1.0
H,1289995,4604,1.0,4.0
H,1290010,3301,,
H,1290013,3802,1.0,1.0
H,1290018,600,2.0,1.0
H,1290049,5600,1.0,6.0
H,1290050,5915,1.0,6.0
H,1290052,4625,1.0,1.0
H,1290098,4626,1.0,1.0
H,1290099,2600,2.0,1.0
H,1290100,2317,1.0,1.0
H,1290104,3200,,
H,1290108,2311,,
H,1290141,2001,4.0,1.0
H,1290142,3900,1.0,1.0
H,1290169,6000,1.0,1.0
H,1290173,4301,1.0,1.0
H,1290210,4609,2.0,6.0
H,1290213,1700,,
H,1290235,4905,1.0,1.0
H,1290242,3304,2.0,3.0
H,1290267,4629,1.0,3.0
H,1290277,4904,5.0,1.0
H,1290307,5800,1.0,6.0
H,1290316,5302,2.0,1.0
H,1290332,2900,1.0,3.0
H,1290334,6200,2.0,4.0
H,1290335,2510,,
H,1290337,4701,,
H,1290346,5913,1.0,1.0
H,1290363,6603,1.0,1.0
H,1290376,5905,,
H,1290400,6703,2.0,4.0
H,1290407,2306,1.0,1.0
H,1290414,2319,1.0,1.0
H,1290460,4627,1.0,1.0
H,1290481,4905,1.0,1.0
H,1290486,1600,,
H,1290503,2503,1.0,1.0
H,1290535,3601,1.0,1.0
H,1290548,5203,1.0,6.0
H,1290550,5500,1.0,1.0
H,1290557,4637,1.0,3.0
H,1290560,4901,1.0,1.0
H,1290574,5911,1.0,6.0
H,1290594,4634,3.0,1.0
H,1290611,4701,1.0,1.0
